"cc_iso3c","indicator","value","imputed","raw_value","theta","new_x","new_y","data_label"
"FRA","Crisis
and risk
management",0.7731510249882091,NA,0.7731510249882091,-0.7853981633974483,0.5467003326504926,0.5467003326504924,"FRA - Crisis and
risk management:
0.77"
"FRA","Digital
services",0.5946775816552075,NA,0.5946775816552075,-0.2617993877991494,0.5744144344358911,0.1539138838278771,"FRA - Digital
services: 0.59"
"FRA","Fiscal and
financial
management",0.7305873742200615,NA,0.7305873742200615,0.2617993877991494,0.7056932131198737,-0.18908992655959428,"FRA - Fiscal
and financial
management: 0.73"
"FRA","HR management",0.8249640169673118,NA,0.8249640169673118,0.7853981633974483,0.5833376506324802,-0.5833376506324802,"FRA - HR management:
0.82"
"FRA","Inclusiveness",0.46047322363848886,NA,0.46047322363848886,1.3089969389957472,0.11917924003739316,-0.4447829790269983,"FRA - Inclusiveness:
0.46"
"FRA","Integrity",0.6778609552912362,NA,0.6778609552912362,1.8325957145940461,-0.17544332516076033,-0.6547634033487846,"FRA - Integrity:
0.68"
"FRA","Openness",0.8464638418062108,NA,0.8464638418062108,2.356194490192345,-0.5985403225703886,-0.5985403225703887,"FRA - Openness: 0.85"
"FRA","Policy making",0.609533824044865,NA,0.609533824044865,2.8797932657906435,-0.5887644626416717,-0.15775896229698003,"FRA - Policy making:
0.61"
"FRA","Procurement",0.6202311354570968,NA,0.6202311354570968,3.4033920413889422,-0.5990972720066033,0.16052763022185776,"FRA - Procurement:
0.62"
"FRA","Regulation",0.35991833325990275,NA,0.35991833325990275,3.9269908169872414,-0.254500694121437,0.25450069412143694,"FRA - Regulation:
0.36"
"FRA","Tax
administration",0.5527026639857929,NA,0.5527026639857929,4.4505895925855405,-0.14304997571842223,0.5338697774026463,"FRA - Tax
administration: 0.55"
"ESP","Capabilities",0.6168364744734464,NA,0.6168364744734464,-1.3089969389957472,0.1596490273076228,0.5958182812909995,"ESP - Capabilities:
0.62"
"ESP","Crisis
and risk
management",0.8172778125298149,NA,0.8172778125298149,-0.7853981633974483,0.5779026833531401,0.57790268335314,"ESP - Crisis and
risk management:
0.82"
"ESP","Digital
services",0.8205117587600549,NA,0.8205117587600549,-0.2617993877991494,0.7925534985602027,0.21236406989766726,"ESP - Digital
services: 0.82"
"ESP","Fiscal and
financial
management",0.7227850955791714,NA,0.7227850955791714,0.2617993877991494,0.6981567906767343,-0.18707054825213532,"ESP - Fiscal
and financial
management: 0.72"
"ESP","HR management",0.5118733841194687,NA,0.5118733841194687,0.7853981633974483,0.36194914101978276,-0.3619491410197827,"ESP - HR management:
0.51"
"ESP","Inclusiveness",0.6262516344062493,NA,0.6262516344062493,1.3089969389957472,0.16208585001091838,-0.6049126274287359,"ESP - Inclusiveness:
0.63"
"ESP","Integrity",0.5896095992243519,NA,0.5896095992243519,1.8325957145940461,-0.15260219345452677,-0.5695191393187484,"ESP - Integrity:
0.59"
"ESP","Openness",0.61747293468199,NA,0.61747293468199,2.356194490192345,-0.43661929931279325,-0.4366192993127933,"ESP - Openness: 0.62"
"ESP","Policy making",0.6028741675429373,NA,0.6028741675429373,2.8797932657906435,-0.5823317284322459,-0.1560353163604403,"ESP - Policy making:
0.60"
"ESP","Procurement",0.4944027213781121,NA,0.4944027213781121,3.4033920413889422,-0.477556357166717,0.1279608402431704,"ESP - Procurement:
0.49"
"ESP","Regulation",0.27227373907812286,NA,0.27227373907812286,3.9269908169872414,-0.1925266072411574,0.19252660724115733,"ESP - Regulation:
0.27"
"ESP","Tax
administration",0.7404584770080004,NA,0.7404584770080004,4.4505895925855405,-0.1916447559572774,0.7152279662366978,"ESP - Tax
administration: 0.74"
"BEL","Capabilities",0.4981954977022025,NA,0.4981954977022025,-1.3089969389957472,0.12894248298965913,0.4812198977714936,"BEL - Capabilities:
0.50"
"BEL","Crisis
and risk
management",NA,0.6920240323112185,0.6920240323112185,-0.7853981633974483,0.4893348859913211,0.489334885991321,"BEL - Crisis and
risk management:
0.69 (imputed)"
"BEL","Digital
services",0.6472897619309077,NA,0.6472897619309077,-0.2617993877991494,0.6252338981415664,0.16753091808759552,"BEL - Digital
services: 0.65"
"BEL","Fiscal and
financial
management",0.3472140761088162,NA,0.3472140761088162,0.2617993877991494,0.3353830433646038,-0.08986561562463777,"BEL - Fiscal
and financial
management: 0.35"
"BEL","HR management",0.7560834557561475,NA,0.7560834557561475,0.7853981633974483,0.534631738708131,-0.5346317387081309,"BEL - HR management:
0.76"
"BEL","Inclusiveness",0.6697116581369934,NA,0.6697116581369934,1.3089969389957472,0.17333413185304244,-0.6468917867613974,"BEL - Inclusiveness:
0.67"
"BEL","Integrity",0.6870064202749298,NA,0.6870064202749298,1.8325957145940461,-0.17781034567485843,-0.6635972441699565,"BEL - Integrity:
0.69"
"BEL","Openness",0.4869784958522656,NA,0.4869784958522656,2.356194490192345,-0.344345796709162,-0.34434579670916204,"BEL - Openness: 0.49"
"BEL","Policy making",0.6905012267788294,NA,0.6905012267788294,2.8797932657906435,-0.6669729680299561,-0.17871486815701595,"BEL - Policy making:
0.69"
"BEL","Procurement",0.5079366505581616,NA,0.5079366505581616,3.4033920413889422,-0.49062912889289406,0.13146367887003596,"BEL - Procurement:
0.51"
"BEL","Regulation",0.25960611908152853,NA,0.25960611908152853,3.9269908169872414,-0.18356924724007123,0.18356924724007118,"BEL - Regulation:
0.26"
"BEL","Tax
administration",0.6531558503576635,NA,0.6531558503576635,4.4505895925855405,-0.16904917349269533,0.6309001044522652,"BEL - Tax
administration: 0.65"
"DEU","Capabilities",0.5411967840874379,NA,0.5411967840874379,-1.3089969389957472,0.14007203487006575,0.5227559508546449,"DEU - Capabilities:
0.54"
"DEU","Crisis
and risk
management",0,NA,0,-0.7853981633974483,0,0,"DEU - Crisis and
risk management:
0.00"
"DEU","Digital
services",0.7315596024840414,NA,0.7315596024840414,-0.2617993877991494,0.7066323135091,0.18934155775049924,"DEU - Digital
services: 0.73"
"DEU","Fiscal and
financial
management",0.8245121550969247,NA,0.8245121550969247,0.2617993877991494,0.7964175846973774,-0.21339944865760752,"DEU - Fiscal
and financial
management: 0.82"
"DEU","HR management",0.6794887430749189,NA,0.6794887430749189,0.7853981633974483,0.4804710979681989,-0.48047109796819887,"DEU - HR management:
0.68"
"DEU","Inclusiveness",0.7590249869488299,NA,0.7590249869488299,1.3089969389957472,0.19645012233104941,-0.7331618376925978,"DEU - Inclusiveness:
0.76"
"DEU","Integrity",0.7786717924142,NA,0.7786717924142,1.8325957145940461,-0.20153508976091158,-0.752139194495676,"DEU - Integrity:
0.78"
"DEU","Openness",0.6741712306035362,NA,0.6741712306035362,2.356194490192345,-0.47671104884064014,-0.4767110488406402,"DEU - Openness: 0.67"
"DEU","Policy making",0.3648790746582546,NA,0.3648790746582546,2.8797932657906435,-0.35244612168486517,-0.09443765368094093,"DEU - Policy making:
0.36"
"DEU","Procurement",0.31228301613377063,NA,0.31228301613377063,3.4033920413889422,-0.3016422303950549,0.08082479203747747,"DEU - Procurement:
0.31"
"DEU","Regulation",0.6970416004043598,NA,0.6970416004043598,3.9269908169872414,-0.49288284241504665,0.4928828424150465,"DEU - Regulation:
0.70"
"DEU","Tax
administration",0.37484098428432927,NA,0.37484098428432927,4.4505895925855405,-0.09701598561775904,0.36206858747184845,"DEU - Tax
administration: 0.37"
"LTU","Capabilities",0.2908033214167908,NA,0.2908033214167908,-1.3089969389957472,0.07526543796173522,0.2808944385271192,"LTU - Capabilities:
0.29"
"LTU","Crisis
and risk
management",0.593204890786959,NA,0.593204890786959,-0.7853981633974483,0.4194592009084841,0.41945920090848404,"LTU - Crisis and
risk management:
0.59"
"LTU","Digital
services",0.8412572629351593,NA,0.8412572629351593,-0.2617993877991494,0.8125921168223238,0.21773340147843814,"LTU - Digital
services: 0.84"
"LTU","Fiscal and
financial
management",0.6162814661516733,NA,0.6162814661516733,0.2617993877991494,0.5952821844191936,-0.15950538058375754,"LTU - Fiscal
and financial
management: 0.62"
"LTU","HR management",0.6139207897974333,NA,0.6139207897974333,0.7853981633974483,0.4341075535771661,-0.434107553577166,"LTU - HR management:
0.61"
"LTU","Inclusiveness",0.4595190556572947,NA,0.4595190556572947,1.3089969389957472,0.11893228319163308,-0.4438613235313447,"LTU - Inclusiveness:
0.46"
"LTU","Integrity",0.4990550745483277,NA,0.4990550745483277,1.8325957145940461,-0.12916495784816553,-0.482050185246846,"LTU - Integrity:
0.50"
"LTU","Openness",0.4057570145269563,NA,0.4057570145269563,2.356194490192345,-0.28691353648601925,-0.2869135364860193,"LTU - Openness: 0.41"
"LTU","Policy making",0.6855941114616194,NA,0.6855941114616194,2.8797932657906435,-0.6622330586124843,-0.1774448132564077,"LTU - Policy making:
0.69"
"LTU","Procurement",0.4772685530895957,NA,0.4772685530895957,3.4033920413889422,-0.46100602150485587,0.1235261911681107,"LTU - Procurement:
0.48"
"LTU","Regulation",0.519451872137051,NA,0.519451872137051,3.9269908169872414,-0.3673079412881563,0.3673079412881562,"LTU - Regulation:
0.52"
"LTU","Tax
administration",0.6328004030066989,NA,0.6328004030066989,4.4505895925855405,-0.16378079604668405,0.6112382521503011,"LTU - Tax
administration: 0.63"
"MEX","Capabilities",NA,0.4889287931581656,0.4889287931581656,-1.3089969389957472,0.1265440833683243,0.4722689485278181,"MEX - Capabilities:
0.49 (imputed)"
"MEX","Crisis
and risk
management",0.6009944071494594,NA,0.6009944071494594,-0.7853981633974483,0.4249672207505717,0.4249672207505716,"MEX - Crisis and
risk management:
0.60"
"MEX","Digital
services",NA,0.5856174162449412,0.5856174162449412,-0.2617993877991494,0.5656629866756642,0.1515689404679211,"MEX - Digital
services: 0.59
(imputed)"
"MEX","Fiscal and
financial
management",0.8002820630646272,NA,0.8002820630646272,0.2617993877991494,0.7730131130300203,-0.2071282393750621,"MEX - Fiscal
and financial
management: 0.80"
"MEX","HR management",0.13173976237872814,NA,0.13173976237872814,0.7853981633974483,0.09315407932990309,-0.09315407932990308,"MEX - HR management:
0.13"
"MEX","Inclusiveness",0.5829209292839558,NA,0.5829209292839558,1.3089969389957472,0.15087103828754744,-0.5630583802797966,"MEX - Inclusiveness:
0.58"
"MEX","Integrity",0,NA,0,1.8325957145940461,-0,-0,"MEX - Integrity:
0.00"
"MEX","Openness",0.5525749785069233,NA,0.5525749785069233,2.356194490192345,-0.39072951441625614,-0.39072951441625625,"MEX - Openness: 0.55"
"MEX","Policy making",0.5250613389414651,NA,0.5250613389414651,2.8797932657906435,-0.5071703076694792,-0.13589587436508113,"MEX - Policy making:
0.53"
"MEX","Procurement",0.5897097505380846,NA,0.5897097505380846,3.4033920413889422,-0.5696158780592198,0.15262811452191255,"MEX - Procurement:
0.59"
"MEX","Regulation",0.8653495039076831,NA,0.8653495039076831,3.9269908169872414,-0.6118945023095377,0.6118945023095375,"MEX - Regulation:
0.87"
"MEX","Tax
administration",0.7375522037955083,NA,0.7375522037955083,4.4505895925855405,-0.19089255709961317,0.7124207218824997,"MEX - Tax
administration: 0.74"
"CHL","Capabilities",0.587338470040585,NA,0.587338470040585,-1.3089969389957472,0.1520143819678797,0.5673253969853093,"CHL - Capabilities:
0.59"
"CHL","Crisis
and risk
management",0.5520198893300619,NA,0.5520198893300619,-0.7853981633974483,0.39033700709513425,0.3903370070951342,"CHL - Crisis and
risk management:
0.55"
"CHL","Digital
services",NA,0.6013401451285562,0.6013401451285562,-0.2617993877991494,0.5808499765640889,0.15563828214398415,"CHL - Digital
services: 0.60
(imputed)"
"CHL","Fiscal and
financial
management",0.4769086571409024,NA,0.4769086571409024,0.2617993877991494,0.46065838871323617,-0.12343304324233383,"CHL - Fiscal
and financial
management: 0.48"
"CHL","HR management",0.555182833223597,NA,0.555182833223597,0.7853981633974483,0.3925735461707655,-0.39257354617076545,"CHL - HR management:
0.56"
"CHL","Inclusiveness",0.6470354133429576,NA,0.6470354133429576,1.3089969389957472,0.16746508782893907,-0.6249882162715852,"CHL - Inclusiveness:
0.65"
"CHL","Integrity",0.5382717461797135,NA,0.5382717461797135,1.8325957145940461,-0.13931497935189993,-0.5199305811966994,"CHL - Integrity:
0.54"
"CHL","Openness",0.48446719361329127,NA,0.48446719361329127,2.356194490192345,-0.3425700378663743,-0.3425700378663743,"CHL - Openness: 0.48"
"CHL","Policy making",0.8030143708377148,NA,0.8030143708377148,2.8797932657906435,-0.7756523196734159,-0.20783541266381902,"CHL - Policy making:
0.80"
"CHL","Procurement",0.6612535175875552,NA,0.6612535175875552,3.4033920413889422,-0.6387218503623123,0.1711450039926937,"CHL - Procurement:
0.66"
"CHL","Regulation",0.2659115116041448,NA,0.2659115116041448,3.9269908169872414,-0.18802783305085613,0.18802783305085607,"CHL - Regulation:
0.27"
"CHL","Tax
administration",0.4109203013282439,NA,0.4109203013282439,4.4505895925855405,-0.10635400000301613,0.39691853159943696,"CHL - Tax
administration: 0.41"
"LVA","Capabilities",NA,0.6649318315796057,0.6649318315796057,-1.3089969389957472,0.1720970217077037,0.6422748288444342,"LVA - Capabilities:
0.66 (imputed)"
"LVA","Crisis
and risk
management",0.4624818747163992,NA,0.4624818747163992,-0.7853981633974483,0.32702406978783316,0.3270240697878331,"LVA - Crisis and
risk management:
0.46"
"LVA","Digital
services",0.9764045442545746,NA,0.9764045442545746,-0.2617993877991494,0.9431343662015012,0.25271209177773096,"LVA - Digital
services: 0.98"
"LVA","Fiscal and
financial
management",0.2598626483091687,NA,0.2598626483091687,0.2617993877991494,0.25100804328969933,-0.06725740249319122,"LVA - Fiscal
and financial
management: 0.26"
"LVA","HR management",0.48300313394390665,NA,0.48300313394390665,0.7853981633974483,0.3415347913460907,-0.34153479134609066,"LVA - HR management:
0.48"
"LVA","Inclusiveness",0.7298006274864138,NA,0.7298006274864138,1.3089969389957472,0.18888630152125407,-0.7049332741310949,"LVA - Inclusiveness:
0.73"
"LVA","Integrity",0.4690309102967245,NA,0.4690309102967245,1.8325957145940461,-0.12139413232656435,-0.4530490695834775,"LVA - Integrity:
0.47"
"LVA","Openness",0.4532014743951112,NA,0.4532014743951112,2.356194490192345,-0.3204618357885246,-0.32046183578852466,"LVA - Openness: 0.45"
"LVA","Policy making",0.7570977917981072,NA,0.7570977917981072,2.8797932657906435,-0.7313003101242156,-0.19595132752241337,"LVA - Policy making:
0.76"
"LVA","Procurement",0.48045436756620274,NA,0.48045436756620274,3.4033920413889422,-0.4640832819855762,0.12435074062881991,"LVA - Procurement:
0.48"
"LVA","Regulation",0.17939980405361414,NA,0.17939980405361414,3.9269908169872414,-0.12685481798984846,0.12685481798984843,"LVA - Regulation:
0.18"
"LVA","Tax
administration",0.6328184103631475,NA,0.6328184103631475,4.4505895925855405,-0.16378545669348488,0.6112556459209579,"LVA - Tax
administration: 0.63"
"JPN","Capabilities",0.47721630342183086,NA,0.47721630342183086,-1.3089969389957472,0.12351266795899306,0.4609555522013467,"JPN - Capabilities:
0.48"
"JPN","Crisis
and risk
management",0.6478972446971039,NA,0.6478972446971039,-0.7853981633974483,0.4581325352374021,0.458132535237402,"JPN - Crisis and
risk management:
0.65"
"JPN","Digital
services",NA,0.6897513099454611,0.6897513099454611,-0.2617993877991494,0.6662486039930368,0.17852077539829705,"JPN - Digital
services: 0.69
(imputed)"
"JPN","Fiscal and
financial
management",0.4740963731382756,NA,0.4740963731382756,0.2617993877991494,0.4579419309642393,-0.12270517058221685,"JPN - Fiscal
and financial
management: 0.47"
"JPN","HR management",0.9170540089452964,NA,0.9170540089452964,0.7853981633974483,0.6484551084395279,-0.6484551084395278,"JPN - HR management:
0.92"
"JPN","Inclusiveness",0,NA,0,1.3089969389957472,0,-0,"JPN - Inclusiveness:
0.00"
"JPN","Integrity",0.6530795046749786,NA,0.6530795046749786,1.8325957145940461,-0.16902941377600525,-0.6308263601856341,"JPN - Integrity:
0.65"
"JPN","Openness",0.6827525298138127,NA,0.6827525298138127,2.356194490192345,-0.4827789437036174,-0.48277894370361746,"JPN - Openness: 0.68"
"JPN","Policy making",0.6484402383456012,NA,0.6484402383456012,2.8797932657906435,-0.6263451730230551,-0.16782868329465964,"JPN - Policy making:
0.65"
"JPN","Procurement",0.4470872087570054,NA,0.4470872087570054,3.4033920413889422,-0.4318530815418837,0.11571468444803931,"JPN - Procurement:
0.45"
"JPN","Regulation",0.41249412711668354,NA,0.41249412711668354,3.9269908169872414,-0.29167739448383273,0.2916773944838326,"JPN - Regulation:
0.41"
"JPN","Tax
administration",0.4015387300683169,NA,0.4015387300683169,4.4505895925855405,-0.10392587068796057,0.3878566296283022,"JPN - Tax
administration: 0.40"
"ITA","Capabilities",0.39049300147750887,NA,0.39049300147750887,-1.3089969389957472,0.10106702576162607,0.37718727511226113,"ITA - Capabilities:
0.39"
"ITA","Crisis
and risk
management",0.6954630220224489,NA,0.6954630220224489,-0.7853981633974483,0.4917666189365629,0.4917666189365628,"ITA - Crisis and
risk management:
0.70"
"ITA","Digital
services",0.6637154328915165,NA,0.6637154328915165,-0.2617993877991494,0.6410998779365447,0.17178219456078847,"ITA - Digital
services: 0.66"
"ITA","Fiscal and
financial
management",0.42098583279567087,NA,0.42098583279567087,0.2617993877991494,0.4066410883991499,-0.108959151245865,"ITA - Fiscal
and financial
management: 0.42"
"ITA","HR management",0.5855138169520061,NA,0.5855138169520061,0.7853981633974483,0.4140207904451825,-0.41402079044518236,"ITA - HR management:
0.59"
"ITA","Inclusiveness",0.6301692887076842,NA,0.6301692887076842,1.3089969389957472,0.16309981355625752,-0.6086967908969643,"ITA - Inclusiveness:
0.63"
"ITA","Integrity",0.15139927303820885,NA,0.15139927303820885,1.8325957145940461,-0.039185015276965045,-0.14624046790899614,"ITA - Integrity:
0.15"
"ITA","Openness",0.4726952706938619,NA,0.4726952706938619,2.356194490192345,-0.33424603134244046,-0.33424603134244046,"ITA - Openness: 0.47"
"ITA","Policy making",0.45846477392218726,NA,0.45846477392218726,2.8797932657906435,-0.44284296557521957,-0.11865941499968369,"ITA - Policy making:
0.46"
"ITA","Procurement",0.6919370395791952,NA,0.6919370395791952,3.4033920413889422,-0.668359856695546,0.17908648385495213,"ITA - Procurement:
0.69"
"ITA","Regulation",0.5996505244582294,NA,0.5996505244582294,3.9269908169872414,-0.4240169521864838,0.42401695218648366,"ITA - Regulation:
0.60"
"ITA","Tax
administration",0.4274296518855409,NA,0.4274296518855409,4.4505895925855405,-0.1106269343495185,0.4128653396779899,"ITA - Tax
administration: 0.43"
"SVN","Capabilities",0.6879648255920634,NA,0.6879648255920634,-1.3089969389957472,0.17805839922386008,0.6645229926178287,"SVN - Capabilities:
0.69"
"SVN","Crisis
and risk
management",0.7924176518169431,NA,0.7924176518169431,-0.7853981633974483,0.560323895131681,0.5603238951316809,"SVN - Crisis and
risk management:
0.79"
"SVN","Digital
services",0.43077694797516936,NA,0.43077694797516936,-0.2617993877991494,0.4160985794191985,0.11149327832711159,"SVN - Digital
services: 0.43"
"SVN","Fiscal and
financial
management",0.6902220615324524,NA,0.6902220615324524,0.2617993877991494,0.6667033151086782,-0.17864261487452263,"SVN - Fiscal
and financial
management: 0.69"
"SVN","HR management",0.6075353318212647,NA,0.6075353318212647,0.7853981633974483,0.4295923529412356,-0.42959235294123554,"SVN - HR management:
0.61"
"SVN","Inclusiveness",0.7902751477333381,NA,0.7902751477333381,1.3089969389957472,0.20453825910459605,-0.7633471750700401,"SVN - Inclusiveness:
0.79"
"SVN","Integrity",0.5353412881969302,NA,0.5353412881969302,1.8325957145940461,-0.1385565210150829,-0.5170999761482741,"SVN - Integrity:
0.54"
"SVN","Openness",0.4212954339985207,NA,0.4212954339985207,2.356194490192345,-0.29790085826328355,-0.29790085826328355,"SVN - Openness: 0.42"
"SVN","Policy making",0,NA,0,2.8797932657906435,-0,-0,"SVN - Policy making:
0.00"
"SVN","Procurement",0.2710035363641614,NA,0.2710035363641614,3.4033920413889422,-0.2617693147898122,0.07014087650117841,"SVN - Procurement:
0.27"
"SVN","Regulation",0.28991223235625657,NA,0.28991223235625657,3.9269908169872414,-0.2049989054480391,0.20499890544803903,"SVN - Regulation:
0.29"
"SVN","Tax
administration",0.47857584556129373,NA,0.47857584556129373,4.4505895925855405,-0.12386454335730543,0.4622687690657822,"SVN - Tax
administration: 0.48"
"ISR","Capabilities",0.4837325140591592,NA,0.4837325140591592,-1.3089969389957472,0.12519918737383326,0.4672497283454817,"ISR - Capabilities:
0.48"
"ISR","Crisis
and risk
management",0.5662730484661003,NA,0.5662730484661003,-0.7853981633974483,0.400415512573558,0.40041551257355795,"ISR - Crisis and
risk management:
0.57"
"ISR","Digital
services",NA,0.7144199083987692,0.7144199083987692,-0.2617993877991494,0.6900766403374416,0.1849054784939998,"ISR - Digital
services: 0.71
(imputed)"
"ISR","Fiscal and
financial
management",0,NA,0,0.2617993877991494,0,-0,"ISR - Fiscal
and financial
management: 0.00"
"ISR","HR management",0.6455530957137104,NA,0.6455530957137104,0.7853981633974483,0.45647497159513306,-0.456474971595133,"ISR - HR management:
0.65"
"ISR","Inclusiveness",0.5170830023813757,NA,0.5170830023813757,1.3089969389957472,0.13383092891509213,-0.4994638263352626,"ISR - Inclusiveness:
0.52"
"ISR","Integrity",0.4505073978639347,NA,0.4505073978639347,1.8325957145940461,-0.11659989452676502,-0.43515673053105913,"ISR - Integrity:
0.45"
"ISR","Openness",0.42093147445736345,NA,0.42093147445736345,2.356194490192345,-0.2976435000036537,-0.29764350000365375,"ISR - Openness: 0.42"
"ISR","Policy making",0.5208552400981423,NA,0.5208552400981423,2.8797932657906435,-0.5031075281687891,-0.1348072558788455,"ISR - Policy making:
0.52"
"ISR","Procurement",0.8196334662360509,NA,0.8196334662360509,3.4033920413889422,-0.7917051331282308,0.21213675106528357,"ISR - Procurement:
0.82"
"ISR","Regulation",0.31654027183616523,NA,0.31654027183616523,3.9269908169872414,-0.2238277727339856,0.22382777273398555,"ISR - Regulation:
0.32"
"ISR","Tax
administration",0.2695923691542671,NA,0.2695923691542671,4.4505895925855405,-0.06977563955143365,0.260406231936563,"ISR - Tax
administration: 0.27"
"POL","Capabilities",0.7265076082478796,NA,0.7265076082478796,-1.3089969389957472,0.18803400542643242,0.7017524618021279,"POL - Capabilities:
0.73"
"POL","Crisis
and risk
management",0.26724673986038755,NA,0.26724673986038755,-0.7853981633974483,0.18897198200527726,0.18897198200527723,"POL - Crisis and
risk management:
0.27"
"POL","Digital
services",0.4723892279038529,NA,0.4723892279038529,-0.2617993877991494,0.4562929552930841,0.12226332888279225,"POL - Digital
services: 0.47"
"POL","Fiscal and
financial
management",0.5704106175659732,NA,0.5704106175659732,0.2617993877991494,0.5509743470964704,-0.14763313135476433,"POL - Fiscal
and financial
management: 0.57"
"POL","HR management",0.4563671693298117,NA,0.4563671693298117,0.7853981633974483,0.3227003201440193,-0.3227003201440192,"POL - HR management:
0.46"
"POL","Inclusiveness",0.8840870293269575,NA,0.8840870293269575,1.3089969389957472,0.2288185607179274,-0.8539624943140892,"POL - Inclusiveness:
0.88"
"POL","Integrity",0.5556718009992052,NA,0.5556718009992052,1.8325957145940461,-0.14381844492501228,-0.536737743525692,"POL - Integrity:
0.56"
"POL","Openness",0.3808736658310693,NA,0.3808736658310693,2.356194490192345,-0.26931835188452813,-0.2693183518845282,"POL - Openness: 0.38"
"POL","Policy making",0.4679284963196635,NA,0.4679284963196635,2.8797932657906435,-0.45198421945177214,-0.12110880659371383,"POL - Policy making:
0.47"
"POL","Procurement",0.33186425323469465,NA,0.33186425323469465,3.4033920413889422,-0.32055625302152707,0.08589278912586466,"POL - Procurement:
0.33"
"POL","Regulation",0.28709708609372625,NA,0.28709708609372625,3.9269908169872414,-0.20300829643577192,0.20300829643577187,"POL - Regulation:
0.29"
"POL","Tax
administration",0,NA,0,4.4505895925855405,-0,0,"POL - Tax
administration: 0.00"
"ISL","Capabilities",NA,0.5999318704771258,0.5999318704771258,-1.3089969389957472,0.15527379384345885,0.5794896877077641,"ISL - Capabilities:
0.60 (imputed)"
"ISL","Crisis
and risk
management",0.6280919834980245,NA,0.6280919834980245,-0.7853981633974483,0.4441281007403623,0.4441281007403622,"ISL - Crisis and
risk management:
0.63"
"ISL","Digital
services",0.7036662702754003,NA,0.7036662702754003,-0.2617993877991494,0.6796894235475129,0.18212223214353138,"ISL - Digital
services: 0.70"
"ISL","Fiscal and
financial
management",0.11731189706255515,NA,0.11731189706255515,0.2617993877991494,0.11331459110368672,-0.03036255317689573,"ISL - Fiscal
and financial
management: 0.12"
"ISL","HR management",0.2051371268718543,NA,0.2051371268718543,0.7853981633974483,0.14505385348421332,-0.1450538534842133,"ISL - HR management:
0.21"
"ISL","Inclusiveness",0.4570368926022262,NA,0.4570368926022262,1.3089969389957472,0.11828985211993151,-0.4414637381313935,"ISL - Inclusiveness:
0.46"
"ISL","Integrity",0.6083169657970912,NA,0.6083169657970912,1.8325957145940461,-0.15744401620726597,-0.5875890678332142,"ISL - Integrity:
0.61"
"ISL","Openness",0.0920363852136758,NA,0.0920363852136758,2.356194490192345,-0.06507955210048745,-0.06507955210048745,"ISL - Openness: 0.09"
"ISL","Policy making",0.4093936207500876,NA,0.4093936207500876,2.8797932657906435,-0.3954438714005018,-0.10595886599360131,"ISL - Policy making:
0.41"
"ISL","Procurement",0.4248762760683024,NA,0.4248762760683024,3.4033920413889422,-0.41039896803189735,0.10996607205871285,"ISL - Procurement:
0.42"
"ISL","Regulation",0.3342457834887228,NA,0.3342457834887228,3.9269908169872414,-0.2363474600878865,0.23634746008788643,"ISL - Regulation:
0.33"
"ISL","Tax
administration",0.6991834848862525,NA,0.6991834848862525,4.4505895925855405,-0.18096200190971254,0.6753593853664237,"ISL - Tax
administration: 0.70"
"CZE","Capabilities",0.6437985954520706,NA,0.6437985954520706,-1.3089969389957472,0.16662733771324897,0.621861690275783,"CZE - Capabilities:
0.64"
"CZE","Crisis
and risk
management",0.7538844005211902,NA,0.7538844005211902,-0.7853981633974483,0.5330767718392888,0.5330767718392888,"CZE - Crisis and
risk management:
0.75"
"CZE","Digital
services",0.4922240570868298,NA,0.4922240570868298,-0.2617993877991494,0.4754519290609536,0.12739696043170196,"CZE - Digital
services: 0.49"
"CZE","Fiscal and
financial
management",0.5087590272569006,NA,0.5087590272569006,0.2617993877991494,0.49142348378514433,-0.13167652562191834,"CZE - Fiscal
and financial
management: 0.51"
"CZE","HR management",0.4805376971693117,NA,0.4805376971693117,0.7853981633974483,0.33979146428418794,-0.3397914642841879,"CZE - HR management:
0.48"
"CZE","Inclusiveness",0.1722553364462031,NA,0.1722553364462031,1.3089969389957472,0.04458296169281973,-0.1663858781895002,"CZE - Inclusiveness:
0.17"
"CZE","Integrity",0.2539646610002766,NA,0.2539646610002766,1.8325957145940461,-0.065730891049877,-0.24531102502491528,"CZE - Integrity:
0.25"
"CZE","Openness",0.3713042047241997,NA,0.3713042047241997,2.356194490192345,-0.2625517210435597,-0.2625517210435598,"CZE - Openness: 0.37"
"CZE","Policy making",0.32702418506834907,NA,0.32702418506834907,2.8797932657906435,-0.3158811061786542,-0.08464008730482021,"CZE - Policy making:
0.33"
"CZE","Procurement",0.6089174817591265,NA,0.6089174817591265,3.4033920413889422,-0.588169121710043,0.15759944117512847,"CZE - Procurement:
0.61"
"CZE","Regulation",0.5013682391155825,NA,0.5013682391155825,3.9269908169872414,-0.3545208817501869,0.3545208817501868,"CZE - Regulation:
0.50"
"CZE","Tax
administration",0.07930600494584261,NA,0.07930600494584261,4.4505895925855405,-0.020525904470978764,0.07660371835699796,"CZE - Tax
administration: 0.08"
"PRT","Capabilities",NA,0.6164506376942563,0.6164506376942563,-1.3089969389957472,0.15954916540086742,0.5954455915812477,"PRT - Capabilities:
0.62 (imputed)"
